Country,Year,GDP
East Asia & Pacific (IDA & IBRD countries),1977,699732622355.619
Togo,1977,1654701051.72381
Thailand,1977,63242022391.7338
Latin America & the Caribbean (IDA & IBRD countries),1977,2254131073948.6
Middle East & North Africa (IDA & IBRD countries),1977,521294768604.24
South Asia (IDA & IBRD),1977,364892964873.598
Sub-Saharan Africa (IDA & IBRD countries),1977,553266923555.707
Trinidad and Tobago,1977,8200257715.7602
Tunisia,1977,12028519491.407
Turkey,1977,224795683494.61
Upper middle income,1977,4779043568957.32
Uruguay,1977,20259453764.2454
United States,1977,6513010666200.0
St. Vincent and the Grenadines,1977,227739486.579972
"Venezuela, RB",1977,226668341123.575
World,1977,27385266311490.1
South Africa,1977,180043658302.457
Zambia,1977,7340423672.63555
Zimbabwe,1977,8218233998.18391
Andorra,1978,1460558340.33864
Arab World,1978,864089995145.983
United Arab Emirates,1978,118500337753.574
Argentina,1978,220606374392.254
Antigua and Barbuda,1978,393900511.3434
Australia,1978,439401502001.532
Austria,1978,208332905591.186
Burundi,1978,1153431764.87503
Belgium,1978,270425370783.419
Benin,1978,2206581860.81568
Burkina Faso,1978,2127987208.88243
Bangladesh,1978,28626913390.8931
"Bahamas, The",1978,5622978696.80712
Belize,1978,324847820.902721
Bermuda,1978,3339432263.4166
Bolivia,1978,9202739205.92012
Brazil,1978,1007733158115.63
Barbados,1978,3317711331.56838
Brunei Darussalam,1978,11519009534.2868
Botswana,1978,1893599920.75956
Central African Republic,1978,1236517358.28707
Canada,1978,780560049290.885
Switzerland,1978,346881371656.163
Chile,1978,59061276084.0798
China,1978,340606379422.538
Cote d'Ivoire,1978,16543518103.9559
Cameroon,1978,11398707036.5802
"Congo, Dem. Rep.",1978,22260179572.4589
"Congo, Rep.",1978,4136278784.63796
Colombia,1978,105636475674.423
Costa Rica,1978,12006613471.1926
Caribbean small states,1978,32075152086.5404
Cuba,1978,29980071319.3531
Cyprus,1978,6468343599.19131
Germany,1978,2040543923695.74
Dominica,1978,196790523.053486
Denmark,1978,186366541697.968
Dominican Republic,1978,15249539825.4704
Algeria,1978,70016133106.5164
East Asia & Pacific (excluding high income),1978,754567719659.686
Early-demographic dividend,1978,3114174052912.49
East Asia & Pacific,1978,4609332484927.87
Europe & Central Asia,1978,11605457831025.1
Ecuador,1978,29412295887.7496
"Egypt, Arab Rep.",1978,47739947868.0341
Euro area,1978,7063119467586.55
Spain,1978,653867714099.553
European Union,1978,9249644165108.65
Finland,1978,122645677924.149
Fiji,1978,1860108269.89211
France,1978,1482616264567.88
Gabon,1978,8851728061.99458
United Kingdom,1978,1225063972203.5
Georgia,1978,17547626169.6737
Ghana,1978,9735368279.17332
"Gambia, The",1978,331179561.331426
Guinea-Bissau,1978,382058242.397534
Greece,1978,184587669956.207
Grenada,1978,293959271.188744
Greenland,1978,1380469050.91134
Guatemala,1978,18229480939.8262
Guyana,1978,1569956081.46484
High income,1978,21571317129192.9
"Hong Kong SAR, China",1978,54313697335.9153
Honduras,1978,5807576542.14402
Heavily indebted poor countries (HIPC),1978,187364690172.405
Haiti,1978,7086628204.98414
IBRD only,1978,6035882610498.95
IDA & IBRD total,1978,6571410565977.57
IDA total,1978,529811313437.348
IDA blend,1978,267546123852.343
Indonesia,1978,181537058284.483
IDA only,1978,257307938651.934
India,1978,295589816892.661
Ireland,1978,59863082033.5694
"Iran, Islamic Rep.",1978,185204694919.49
Iraq,1978,45683999963.121
Iceland,1978,6267602060.40632
Israel,1978,68984521194.621
Italy,1978,1379816583045.01
Jamaica,1978,7950674629.15677
Jordan,1978,7171896856.91754
Japan,1978,3019348980545.94
Kenya,1978,14610272938.4967
Kiribati,1978,129335599.484304
St. Kitts and Nevis,1978,227680938.332327
"Korea, Rep.",1978,141052245512.996
Latin America & Caribbean (excluding high income),1978,2326165807757.5
St. Lucia,1978,426810734.524202
Latin America & Caribbean,1978,2490730647773.24
Sri Lanka,1978,13672454340.2706
Lower middle income,1978,1255811816100.1
Low & middle income,1978,6311060381545.36
Lesotho,1978,725224322.748775
Late-demographic dividend,1978,3536988721849.92
Luxembourg,1978,15526379547.476
Morocco,1978,27214499196.1996
Monaco,1978,2891305836.84082
Madagascar,1978,5419215903.00879
Middle East & North Africa,1978,1095971756197.96
Mexico,1978,543235109451.549
Middle income,1978,6171766316213.6
Mali,1978,3171943208.35413
Malta,1978,2904834039.7351
Myanmar,1978,7053290217.82045
Middle East & North Africa (excluding high income),1978,462311130664.435
Mauritania,1978,1752406694.09045
Mauritius,1978,2245443968.23444
Malawi,1978,2509416493.28479
Malaysia,1978,45772010380.0065
North America,1978,7280187867154.3
Niger,1978,3098434017.81526
Nigeria,1978,151252043595.886
Nicaragua,1978,5389279785.49177
Netherlands,1978,428196927544.458
Norway,1978,198308820521.164
Nepal,1978,4218091975.91136
New Zealand,1978,69577174495.987
OECD members,1978,21444141432166.8
Oman,1978,11436824707.4122
Pakistan,1978,43430137607.1392
Panama,1978,8762115842.10412
Peru,1978,64712089138.8869
Philippines,1978,79972376151.8963
Papua New Guinea,1978,5674086216.07656
Pre-demographic dividend,1978,385884991051.316
Puerto Rico,1978,48403090442.3118
Portugal,1978,120974238499.683
Paraguay,1978,10030695094.7224
Post-demographic dividend,1978,20653356128776.5
Rwanda,1978,2134506470.39749
South Asia,1978,388650196562.394
Saudi Arabia,1978,355707632773.334
Sudan,1978,15505428248.4298
Senegal,1978,6241134975.18256
Singapore,1978,32669581793.9322
Sierra Leone,1978,1642211026.51838
El Salvador,1978,11740527960.8056
Sub-Saharan Africa (excluding high income),1978,575232462586.789
Sub-Saharan Africa,1978,575618915916.923
Suriname,1978,2464206999.5693
Sweden,1978,258766040358.981
Eswatini,1978,966859382.514702
Seychelles,1978,387191407.753007
Chad,1978,1852332481.41292
East Asia & Pacific (IDA & IBRD countries),1978,753054962244.581
Togo,1978,1895906097.71926
Thailand,1978,66513874353.0164
Latin America & the Caribbean (IDA & IBRD countries),1978,2395126335607.86
Middle East & North Africa (IDA & IBRD countries),1978,459354840705.881
South Asia (IDA & IBRD),1978,388650196562.394
Sub-Saharan Africa (IDA & IBRD countries),1978,575618915916.923
Trinidad and Tobago,1978,9052330925.81248
Tunisia,1978,12920884029.6213
Turkey,1978,219294145377.421
Upper middle income,1978,4937575415381.47
Uruguay,1978,21443294868.0415
United States,1978,6496288385600.0
St. Vincent and the Grenadines,1978,233303622.816672
"Venezuela, RB",1978,216646603064.423
Vanuatu,1978,239392735.358929
World,1978,27906709838134.8
South Africa,1978,191963601883.881
Zambia,1978,7563251214.27529
Zimbabwe,1978,9403359545.54457
Angola,1979,25354505077.5016
Albania,1979,5629277349.93579
Andorra,1979,1458623472.81247
Arab World,1979,889303207327.125
United Arab Emirates,1979,124021477848.877
Argentina,1979,209157368731.779
Antigua and Barbuda,1979,408927485.626788
Australia,1979,454068105566.42
Austria,1979,208032292628.472
Burundi,1979,1293726848.95154
Belgium,1979,269670117075.018
Benin,1979,2426230120.12225
Burkina Faso,1979,2218539520.81643
Bangladesh,1979,30697768187.1802
Bulgaria,1979,29967769392.1754
Bahrain,1979,7218864341.89657
"Bahamas, The",1979,5104179904.68397
Belize,1979,328530850.714647
Bermuda,1979,3418942555.40268
Bolivia,1979,9228103797.76153
Brazil,1979,963459840853.251
Barbados,1979,3253720394.37649
Brunei Darussalam,1979,9235168243.49102
Bhutan,1979,188136200.88393
Botswana,1979,2065252054.53488
Central African Republic,1979,1217419772.25025
Canada,1979,807704571824.213
Switzerland,1979,352436107526.756
Chile,1979,62915243091.1445
China,1979,358223950771.979
Cote d'Ivoire,1979,17122623774.4371
Cameroon,1979,13345911940.1056
"Congo, Dem. Rep.",1979,22783410452.4169
"Congo, Rep.",1979,4865079626.99001
Colombia,1979,108041683800.293
Comoros,1979,448228699.004854
Cabo Verde,1979,209480674.466622
Costa Rica,1979,11735065236.4225
Caribbean small states,1979,32400757672.7457
Cuba,1979,35882647993.8906
Cyprus,1979,6631151706.72026
Germany,1979,2051343309319.75
Dominica,1979,218101620.16359
Denmark,1979,185125109284.638
Dominican Republic,1979,15902199921.2163
Algeria,1979,72116614360.2801
East Asia & Pacific (excluding high income),1979,798442161496.33
Early-demographic dividend,1979,3229402394747.2
East Asia & Pacific,1979,4820060435318.54
Europe & Central Asia,1979,11664955863901.2
Ecuador,1979,31063168090.3808
"Egypt, Arab Rep.",1979,51248143667.4188
Euro area,1979,7099425060450.74
Spain,1979,653001544610.867
European Union,1979,9279231084996.23
Finland,1979,124233662847.219
Fiji,1979,1977852947.56114
France,1979,1498465726468.74
Gabon,1979,9302752753.63112
United Kingdom,1979,1215617352434.28
Georgia,1979,18471933981.5912
Ghana,1979,9394331810.84224
"Gambia, The",1979,342180995.34207
Guinea-Bissau,1979,451468781.144581
Equatorial Guinea,1979,174332993.380166
Greece,1979,181719692103.639
Grenada,1979,298469157.578767
Greenland,1979,1389653029.37658
Guatemala,1979,18347399906.9612
Guyana,1979,1593445229.31224
High income,1979,21998715037916.9
"Hong Kong SAR, China",1979,59343578955.4181
Honduras,1979,5736605922.7843
Heavily indebted poor countries (HIPC),1979,194170634832.253
Haiti,1979,6884467273.92462
IBRD only,1979,6152982909420.91
IDA & IBRD total,1979,6679371091465.47
IDA total,1979,522216182753.653
IDA blend,1979,254528023866.826
Indonesia,1979,195927785588.604
IDA only,1979,266068191899.575
India,1979,313343543186.504
Ireland,1979,61853658615.8498
"Iran, Islamic Rep.",1979,175618428801.803
Iraq,1979,45351087832.7059
Iceland,1979,6534915733.61046
Israel,1979,72668244231.6589
Italy,1979,1391465375844.46
Jamaica,1979,8160528551.17244
Jordan,1979,7509514982.17305
Japan,1979,3146443538198.25
Kenya,1979,15161598045.0813
Kiribati,1979,125060042.476558
St. Kitts and Nevis,1979,231201968.093526
"Korea, Rep.",1979,151180517291.042
Latin America & Caribbean (excluding high income),1979,2330231730728.61
St. Lucia,1979,453743572.477648
Latin America & Caribbean,1979,2500228991692.88
Least developed countries: UN classification,1979,216688268297.286
Sri Lanka,1979,14451719261.935
Lower middle income,1979,1291348795601.54
Low & middle income,1979,6416978113103.76
Lesotho,1979,730262007.533217
Late-demographic dividend,1979,3532745673876.32
Luxembourg,1979,15440836958.4821
Morocco,1979,26740032111.0679
Monaco,1979,2917974616.46841
Madagascar,1979,4893617620.98775
Middle East & North Africa,1979,1111961166337.12
Mexico,1979,589549198137.708
Middle income,1979,6275702900549.5
Mali,1979,3219801623.77551
Malta,1979,3001035231.78808
Myanmar,1979,7501580034.72373
Middle East & North Africa (excluding high income),1979,457950304526.745
Mozambique,1979,2369707098.18196
Mauritania,1979,1812869779.3198
Mauritius,1979,2377528906.6403
Malawi,1979,2376665369.09906
Malaysia,1979,48949551034.5463
North America,1979,7472269424879.62
Namibia,1979,4508343548.32799
Niger,1979,3117300854.72286
Nigeria,1979,131395856081.392
Nicaragua,1979,5678322499.52893
Netherlands,1979,424841526659.619
Norway,1979,201478322266.648
Nepal,1979,4569964117.509
New Zealand,1979,72816657790.2601
OECD members,1979,21899744643421.2
Oman,1979,13386469180.7542
Pakistan,1979,46870136125.9938
Panama,1979,9568827151.71322
Peru,1979,68304931387.1347
Philippines,1979,82710045854.9849
Papua New Guinea,1979,5658492149.26497
Pre-demographic dividend,1979,369540079432.011
Puerto Rico,1979,48958732375.9817
Portugal,1979,122931726853.33
Paraguay,1979,10950555860.7163
Post-demographic dividend,1979,21057683904556.9
Rwanda,1979,2250542500.04937
South Asia,1979,413255496531.41
Saudi Arabia,1979,362619047920.001
Sudan,1979,16658654344.3839
Senegal,1979,6557530338.55071
Singapore,1979,36203166471.7159
Sierra Leone,1979,1689530164.13434
El Salvador,1979,10513532819.1455
Sub-Saharan Africa (excluding high income),1979,572645779911.058
Sub-Saharan Africa,1979,572998482178.221
Suriname,1979,2639165696.53872
Sweden,1979,259942987102.945
Eswatini,1979,1108421529.27317
Seychelles,1979,355382941.035229
Chad,1979,1871650792.18187
East Asia & Pacific (IDA & IBRD countries),1979,796841444597.281
Togo,1979,1833053282.71891
Thailand,1979,70442760955.1213
Latin America & the Caribbean (IDA & IBRD countries),1979,2398717673303.81
Middle East & North Africa (IDA & IBRD countries),1979,455021900261.756
South Asia (IDA & IBRD),1979,413255496531.41
Sub-Saharan Africa (IDA & IBRD countries),1979,572998482178.22
Trinidad and Tobago,1979,9466674991.62066
Tunisia,1979,13633350985.0496
Turkey,1979,229944491783.945
Upper middle income,1979,5004134514091.13
Uruguay,1979,21777715880.8947
United States,1979,6661145910500.0
St. Vincent and the Grenadines,1979,244068250.386197
"Venezuela, RB",1979,215860585567.369
Vanuatu,1979,249446399.771793
World,1979,28444331252908.7
South Africa,1979,202254266520.996
Zambia,1979,8029749327.71883
Zimbabwe,1979,10581170279.7093
Angola,1980,25354505077.5016
Albania,1980,5795262041.82743
Andorra,1980,1476804647.19237
Arab World,1980,808618835940.361
United Arab Emirates,1980,115688082614.023
Argentina,1980,207618683386.485
Antigua and Barbuda,1980,408583936.388601
Australia,1980,469182358833.87
Austria,1980,212216351195.68
Burundi,1980,1280096145.19707
Belgium,1980,271274619027.925
Benin,1980,2480457972.97837
Burkina Faso,1980,2430680631.95068
Bangladesh,1980,31352959198.5596
Bulgaria,1980,30667386625.1523
Bahrain,1980,6673391235.87742
"Bahamas, The",1980,5446103697.7852
Belize,1980,328176988.727382
Bermuda,1980,3238237346.34334
Bolivia,1980,8864632688.12718
Brazil,1980,969050273738.546
Barbados,1980,3093267482.19829
Brunei Darussalam,1980,9600571983.86506
Bhutan,1980,194559060.675521
Botswana,1980,2316500951.15227
Central African Republic,1980,1311353247.75692
Canada,1980,781952266193.827
Switzerland,1980,347821247668.926
Chile,1980,55985566287.3175
China,1980,390229205390.132
Cote d'Ivoire,1980,17157009830.1631
Cameroon,1980,14349017721.0806
"Congo, Dem. Rep.",1980,22679135884.2183
"Congo, Rep.",1980,6013126520.1682
Colombia,1980,109066373587.441
Comoros,1980,476840557.791609
Cabo Verde,1980,215398566.537885
Costa Rica,1980,10880098979.3785
Caribbean small states,1980,32832012031.8229
Cuba,1980,39082746853.6651
Cyprus,1980,7030460364.84206
Germany,1980,2043243770101.74
Dominica,1980,227104164.742335
Denmark,1980,191946178882.75
Dominican Republic,1980,16172331963.6539
Algeria,1980,76732080647.514
East Asia & Pacific (excluding high income),1980,846540555924.597
Early-demographic dividend,1980,3232566454897.0
East Asia & Pacific,1980,5009136450489.56
Europe & Central Asia,1980,11775478558018.4
Ecuador,1980,31254158536.0804
"Egypt, Arab Rep.",1980,56325384963.6693
Euro area,1980,7150359652435.47
Spain,1980,661140958805.749
Ethiopia,1980,8302969570.96223
European Union,1980,9370406685731.37
Finland,1980,128069196072.583
Fiji,1980,1859607282.04261
France,1980,1536008235461.47
Gabon,1980,9014598089.52999
United Kingdom,1980,1240055438891.31
Georgia,1980,18841656859.5869
Ghana,1980,8743901117.92262
"Gambia, The",1980,339564738.858774
Guinea-Bissau,1980,470430840.765613
Equatorial Guinea,1980,178171240.962056
Greece,1980,179661448556.809
Grenada,1980,310778806.574048
Greenland,1980,1328235078.62707
Guatemala,1980,17699720359.4727
Guyana,1980,1383267660.56763
High income,1980,21984242630085.3
"Hong Kong SAR, China",1980,61094069735.9666
Honduras,1980,5617590802.97151
Heavily indebted poor countries (HIPC),1980,196374136074.799
Haiti,1980,6639122400.28879
IBRD only,1980,6314711247015.17
IDA & IBRD total,1980,6837370454259.56
IDA total,1980,520251137136.216
IDA blend,1980,251197205198.477
Indonesia,1980,200329196198.437
IDA only,1980,268170854448.563
India,1980,324234528873.41
Ireland,1980,63266067370.0433
"Iran, Islamic Rep.",1980,223404927722.203
Iraq,1980,46908434203.177
Iceland,1980,6675714821.77057
Israel,1980,74181560399.9
Italy,1980,1397220277176.56
Jamaica,1980,8329388788.64095
Jordan,1980,8064094510.05204
Japan,1980,3250668119161.71
Kenya,1980,15390004222.6613
Kiribati,1980,133611156.49205
St. Kitts and Nevis,1980,232471673.702507
"Korea, Rep.",1980,163675619193.105
Latin America & Caribbean (excluding high income),1980,2328072699919.69
St. Lucia,1980,463210215.690625
Latin America & Caribbean,1980,2489270548999.46
Least developed countries: UN classification,1980,219774004590.12
Sri Lanka,1980,15050236593.7356
Lower middle income,1980,1319470914043.97
Low & middle income,1980,6586400552776.91
Lesotho,1980,762811274.133811
Late-demographic dividend,1980,3592900734602.56
Luxembourg,1980,15615518611.081
Morocco,1980,29135236266.2304
Monaco,1980,2988951123.82566
Madagascar,1980,4805033640.52864
Middle East & North Africa,1980,1090295459166.13
Mexico,1980,586478778503.066
Marshall Islands,1980,74638083.4090583
Middle income,1980,6443975126218.9
Mali,1980,2982230716.74934
Malta,1980,3069592450.33113
Myanmar,1980,7921959309.83461
Middle East & North Africa (excluding high income),1980,530246567092.208
Mongolia,1980,2705613731.30717
Mozambique,1980,2206197321.6917
Mauritania,1980,1770450002.04615
Mauritius,1980,2508223475.82068
Malawi,1980,2436164088.91949
Malaysia,1980,51858697478.4598
North America,1980,7326244316140.17
Namibia,1980,4490396249.93789
Niger,1980,3167897833.47211
Nigeria,1980,122456485105.781
Nicaragua,1980,5631966837.00876
Netherlands,1980,419570276663.826
Norway,1980,201952472146.698
